100.000000 15.000000
256.302521 15.000000
412.605042 15.000000
568.907563 15.000000
725.210084 15.000000
881.512605 15.000000
1037.815126 15.000000
1194.117647 15.000000
1350.420168 15.000000
1506.722689 15.000000
1663.025210 15.000000
1819.327731 15.000000
1975.630252 15.000000
2131.932773 15.000000
2288.235294 15.000000
2444.537815 15.000000
2600.840336 15.000000
2757.142857 15.000000
2913.445378 15.000000
3069.747899 15.000000
3226.050420 15.000000
3382.352941 15.000000
3538.655462 15.000000
3694.957983 15.000000
3851.260504 15.000000
4007.563025 15.000000
4163.865546 15.000000
4320.168067 15.000000
4476.470588 15.000000
4632.773109 15.000000
4789.075630 15.000000
4945.378151 15.000000
5101.680672 15.000000
5257.983193 15.000000
5414.285714 15.000000
5570.588235 15.000000
5726.890756 15.000000
5883.193277 15.000000
6039.495798 15.000000
6195.798319 15.000000
6352.100840 15.000000
6508.403361 15.000000
6664.705882 15.000000
6821.008403 15.000000
6977.310924 15.000000
7133.613445 15.000000
7289.915966 15.000000
7446.218487 15.000000
7602.521008 15.000000
7758.823529 15.000000
7915.126050 15.000000
8071.428571 15.000000
8227.731092 15.000000
8384.033613 15.000000
8540.336134 15.000000
8696.638655 15.000000
8852.941176 15.000000
9009.243697 15.000000
9165.546218 15.000000
9321.848739 15.000000
9478.151261 15.000000
9634.453782 15.000000
9790.756303 15.000000
9947.058824 15.000000
10103.361345 15.000000
10259.663866 15.000000
10415.966387 15.000000
10572.268908 15.000000
10728.571429 15.000000
10884.873950 15.000000
11041.176471 15.000000
11197.478992 15.000000
11353.781513 15.000000
11510.084034 15.000000
11666.386555 15.000000
11822.689076 15.000000
11978.991597 15.000000
12135.294118 15.000000
12291.596639 15.000000
12447.899160 15.000000
12604.201681 15.000000
12760.504202 15.000000
12916.806723 15.000000
13073.109244 15.000000
13229.411765 15.000000
13385.714286 15.000000
13542.016807 15.000000
13698.319328 15.000000
13854.621849 15.000000
14010.924370 15.000000
14167.226891 15.000000
14323.529412 15.000000
14479.831933 15.000000
14636.134454 15.000000
14792.436975 15.000000
14948.739496 15.000000
15105.042017 15.000000
15261.344538 15.000000
15417.647059 15.000000
15573.949580 15.000000
15730.252101 15.000000
15886.554622 15.000000
16042.857143 15.000000
16199.159664 15.000000
16355.462185 15.000000
16511.764706 15.000000
16668.067227 15.000000
16824.369748 15.000000
16980.672269 15.000000
17136.974790 15.000000
17293.277311 15.000000
17449.579832 15.000000
17605.882353 15.000000
17762.184874 15.000000
17918.487395 15.000000
18074.789916 15.000000
18231.092437 15.000000
18387.394958 15.000000
18543.697479 15.000000
18700.000000 15.000000
